"x";"f.slope";"f.sinuosity";"f.vall_bott_W";"f.wat_cov";"f.act_chan_cov";"f.act_chan_vW"
1664.392;1.20597080698861;0.145345389903183;8.19261916946833;2.52311685076289;1.93622425709741;0.322877386855426
3400;0.0295588022415444;0.105001103130065;8.04112899397218;-0.884609362956161;3.56279942053468;0.810039597510981
2600;1.07840958135059;0.0649299823639046;8.1341742721379;1.54974251262985;3.04053321179713;0.53620970455419
4200;0.974559639998131;0.211576482353552;8.36935584052202;0.636398554417938;3.63560584150389;0.898853991658685
2800;1.01523067972906;0.165829866791282;8.04664605449696;1.43788692572198;2.92706522032255;0.66275549656867
2500;0.246860077931526;0.125912036638226;8.04664605449696;-0.305831726356163;3.79388365294469;0.642263802145361
4397.991;1.05779029414785;0.257527131974182;8.32142158689788;-0.3955229541046;4.15728012137913;0.967795303941005
3400;0.582215619852664;0.233484333383534;8.52235046976495;-0.0517263126517096;3.78027038061544;1.3340226935445
1700;0.582215619852664;0.0585124789614145;8.15737044118677;-0.40478938949679;3.37034050762801;0.808739373627899
2700;0.858661619037519;0.0984588724791094;7.71500807510346;1.2907131266777;3.29518047906824;0.767217937735484
2000;0.871293365943419;0.202340811552169;8.30626226153021;1.16380336942792;3.01291222496145;0.815268348454621
2500;0.62057648772511;0.0666082882952541;8.64214690067583;0.445794262159764;3.27953452980625;0.648167596897882
1824.889;0.62057648772511;0.0254761863219717;8.7134349116129;1.0815095631942;3.13609697765804;0.371521486582042
1900;-0.210721031315653;0.00924417497676962;6.93818263595962;6.90675477864855;3.84790213971884;1.48576813385624
2000;-0.446287102628419;0.0138687277530459;8.16606000638384;6.90675477864855;3.62237192932476;2.1192782910054
2700;-0.446287102628419;0.115136125150146;8.52381561468497;3.17302744361712;2.92243837336663;1.69516982125331
2483.602;-0.446287102628419;0.0493408669536474;8.60093121683139;4.1820175235347;3.99587424133689;1.29490112506566
2700;0.867100487683383;0.0966712167061006;8.19038906761061;1.3982710313839;3.77404114379474;0.635506944780093
1269.154;0.693147180559945;0.065023476115355;7.83143385341812;0.547382335552343;2.13096916112911;0.418221399559326
2600;0.693147180559945;0.214130921961138;8.28118853956609;1.02285181025583;2.94562626107477;0.783195815408625
2649.655;0.657520002916794;0.040749582054099;8.67977179913323;-0.0296424846513583;3.42997022816436;0.943249263135576
2200;1.04380405217311;0.0302460155912841;6.43045307985525;1.42756396677493;4.45950580812676;1.88390783758873
2007.49;0.582215619852664;0.275035048148836;6.8627579130514;1.94626406877817;3.9148559447502;0.778768758893343
2148.85;0.779324876800998;0.0646719967830714;6.51632768236774;1.15093810161379;3.74019506366416;0.471768321260462
1483.364;-0.916290731874155;0.0540531392635597;6.12190711171112;3.76342621627302;3.12210673051395;0.15082314973455
30.193;2.31253542384721;0.00778032917949495;6.33682573114644;-0.113809687875384;-0.615256430257934;0
156.414;0.65232518603969;0.013063332893534;6.28506656207075;1.41079183621106;0.535982245199275;0.0163328892208701
858.373;1.22377543162212;0.0314394963989276;6.24847218272931;1.87298812793947;2.55477707438788;0.225468047578234
3104.817;1.59127394180643;0.12759255773764;6.10115940591461;0.12278317661622;3.48704132693171;0.363865728168815
540.493;1.59127394180643;0.0779195886599163;6.37331978957701;-0.909019490256715;1.82434912007781;0.190680688367346
2822.803;0.732367893713227;0.0671715457380976;6.06041208423401;0.917378422722344;4.07949697455786;0.827210306789094
511.121;0.732367893713227;0;6.09620061784065;0.312404424714686;3.18978825178051;1.15648143136194
1874.898;0.732367893713227;0.0524427049181273;5.64674640627292;1.2364218184767;3.65102553119628;0.560197904187162
2100;2.35896542643015;0.153140079544679;6.6075632827122;1.31513210051042;2.85569845690575;0.194739961557707
1300;-1.04982212449868;0.232406512690683;6.6075632827122;-0.963441634724647;3.01807875780578;0.291150550321885
3282.747;0.22314355131421;0.182799624422662;5.86147544458787;-0.398615385513619;3.56732521218031;0.300549678569999
932.342;1.96990565461153;0.0808917372623161;5.11799381241676;-0.81780781339988;2.73023328414868;0.493512614796644
498.738;1.96990565461153;0.0496633482383629;5.46043621602447;-0.966640158800425;2.78505933228362;0.183574937650563
2200;2.56263899832835;0.424896081748848;5.84906249771526;-1.22089356783379;3.97580933280504;0.2103079259994
2194.861;1.96990565461153;0.39957822353718;6.41947687867324;-1.36855461154656;3.82180364834162;0.430804015869852
2929.353;0.322083499169113;0.127132888171957;5.67960248065447;-1.03665348334225;3.91110910455145;0.434563610253115
1004.9;0.322083499169113;0.239311211862226;5.48177577687905;-1.40735953918055;2.772857239785;0.272670206112587
3457.738;-0.186329578191493;0.627449397010558;5.7780949497073;-1.30619957151731;4.36814470761855;0.445082537430974
1825.5;-0.186329578191493;0.697188202208289;5.6875108061813;-0.978148284701216;3.58654472123071;0.239322365622293
1987.675;2.87863650167774;0.147533874648657;5.91701036118303;-1.24285911782821;3.65137515824518;0.57881431122889
2098.127;1.28093384546206;0.213796023513878;6.49368121996833;-1.59929071566141;3.75454956132892;0.394294279417096
350.689;1.25276296849537;0.0257998326111051;6.49602055786038;-1.14773497471436;1.719294405249;0.520104243923518
2261.878;1.23837423104327;0.146474014004378;6.73091427647681;-1.07366910447003;3.38661711684078;0.759899811246935
1991.472;0.932164081030445;0.129995690531874;7.45968445762654;-0.725482701151982;4.03881438302859;0.953040317381865
1752.792;1.39624469197306;0.0944647438319513;7.24466384896753;-0.274653859648267;3.54980829702784;0.791553924692804
3013.768;1.81156209652423;0.105542733114991;6.75603198400439;0.382937654586092;4.30945494321415;0.839067512372282
455.852;1.34807314829969;0.0113263286559012;7.12383393257423;6.90675477864855;3.28355785422649;1.2772417603183
1307.162;0.425267735404344;0.112300114783944;6.93363158097961;2.40374113398608;4.28041688575233;2.07400214997487
1500;1.73165554515835;0.197353167511464;6.60628931027952;0.307277682553028;3.11819027875222;0.827531646713754
1594.107;2.278292400425;0.188248728770507;5.6799609825302;1.04385242836535;2.23881562691404;0.279951014689359
252.022;2.278292400425;0.00253871273904515;5.4971682252932;6.90675477864855;0.0677167090712301;0.0350321456467206
803.069;2.278292400425;0.0409546195654749;5.94977498886313;6.90675477864855;1.20404663672571;0.065646344774303
1162.551;-0.371063681390832;0.123926113231769;5.71318149845205;6.90675477864855;1.39937356437159;0.100824945492349
872.529;2.53369681395743;0.0340102784069193;6.12249280951439;1.51871192631766;2.84578490439178;0.473623942994376
1798.744;3.1998968582704;0.0434657776478236;6.52282782209152;1.28566318230278;3.79852890865693;0.412006996551441
1379.534;-0.371063681390832;0.0661148842059883;5.58295857024128;6.90675477864855;1.67896129451641;0.109872720333613
2076.492;-0.162518929497775;0.0165905770399132;6.73419562436738;6.90675477864855;2.53283375067654;0.270116446201993
1141.835;-0.371063681390832;0.0971401383301012;5.83359069486809;6.90675477864855;1.48129972261534;0.104483431131622
1600;1.44220199305819;0.0583636251094879;6.23330815732886;0.0330142366005123;2.33565401258391;0.305636669662368
1753.334;1.44220199305819;0.0522196585396292;6.72276335994245;-0.528488348769576;2.76035456098603;0.468822306759006
1113.865;3.63758615972639;0.0400277792372028;6.66674430166126;5.03916941029204;4.498194976551;1.88450499949205
1390.374;3.94507085947435;0.0270843601477287;5.86565753024499;6.90675477864855;4.64671323066289;0.913413797464114
1316.741;1.45161382724053;0.0750637594544414;5.60685298447623;6.90675477864855;1.53737438363459;0.105543098988475
2089.642;1.44220199305819;0.131389643175488;5.92933645189162;0.122519028309147;2.90357999524701;0.475280308057034
1960.696;1.02604159583327;0.241359316063985;5.28750916783143;6.90675477864855;1.92314906508546;0.0624732649634313
726.475;3.9926809084456;0.00772028544331477;6.73667035411417;6.90675477864855;4.74920722418274;1.57701264981763
502.164;3.30321697330195;0;7.38150189450671;6.90675477864855;4.94311985253566;1.93611461479196
787.09;3.30321697330195;0.0146786013875054;7.36881276051401;6.90675477864855;5.35927176300003;1.33145082470609
273.71;3.30321697330195;0.00224943173278227;7.41818082272679;6.90675477864855;3.39667263975065;1.42269523688145
2223.957;3.30321697330195;0.082748117372556;7.18545292249942;6.90675477864855;6.34572563845126;1.67363393742656
859.089;3.30321697330195;0.0130367019976355;7.24549670983549;6.90675477864855;4.88286001356278;1.76717318848425
1486.227;3.30321697330195;0.00457367626793746;7.39833758236101;6.90675477864855;6.41029980887243;2.44215980045054
146.302;3.30321697330195;0.00239517794333398;7.51207124583547;6.90675477864855;3.17013729185797;0.280602320043112
433.26;3.30321697330195;0.00151524979792144;7.49875898587338;6.90675477864855;4.02495693899136;1.0519576925491
2289.528;3.30321697330195;0.0158052081750402;7.08575584706937;6.90675477864855;6.69159301005742;2.0291806089604
270.305;3.30321697330195;0;7.1093343799009;6.90675477864855;3.1629339766972;0.959946978105756
1087.781;3.30321697330195;0.0217229443240564;7.19546035116942;6.90675477864855;5.52064513902669;1.55045958473155
204.39;3.30321697330195;0.00113083142837941;7.43386332931255;6.90675477864855;2.99409387729361;1.29143985248169
393.87;3.30321697330195;0.00215531566790338;7.05983238186249;6.90675477864855;4.11295057065754;1.84240806417491
766.337;3.30321697330195;0.0362726803074532;7.45406869567768;6.90675477864855;4.91258747414727;1.06599577304878
65.192;-1.10866262452161;0;6.93731408122368;6.90675477864855;1.21799706706525;0
1552.709;-1.10866262452161;0.0364912828116165;6.98257328471663;6.90675477864855;6.17071381390318;2.74640637398156
1600;-0.116533816255952;0.0585113875197284;8.29459649055206;6.90675477864855;2.17041810815127;0.598266008718543
1600;1.22377543162212;0.0146632316439225;8.10655221156401;6.90675477864855;2.3148917485257;0.259835685689586
1700;1.01523067972906;0.106697356543967;7.9879041631947;6.90675477864855;2.37679136461355;0.337722882808571
1613.32;1.01523067972906;0.0426672028416524;7.54768784691995;0.417012558279514;2.29513333242177;0.478543312137404
2400;1.24703229378638;0.0880801297206053;8.26160185877617;0.135523972271863;3.46915650898506;0.981635303066079
2424.268;1.37118072330984;0.104540077635001;8.0244301198019;-1.0325826439734;4.04053952018898;1.1008368125791
2464.393;1.20597080698861;0.0856453133400109;7.88033560293545;0.862707367456999;2.85754627745359;0.66891903508802
1150.776;1.17865499634165;0.156721379244678;7.0828986340201;0.751048115921994;1.941066483783;0.826856932277539
2200;0.307484699747961;0.129037091558031;6.81449349977208;-0.607578062217625;3.30438465911192;0.744351095953313
1700;0.774727167552368;0.115870454042477;6.45158512448727;-0.289366296633831;2.43152315859051;0.666513122082536
1762.19;1.07500242302898;0.149345509448925;7.51349700491406;0.683452253620238;2.69423882656522;0.549791689114656
408.634;1.95018670582257;0.0103758387349596;7.47318271793971;1.85996531227228;1.68222639261354;0.328030274750225
6000;1.04731899428056;0.151947552938972;7.40946951987967;-1.19180789649232;5.02031197749795;1.11572175016307
4800;1.39871688111845;0.152204415307149;7.59467460666281;-1.67226576717304;5.20996092575608;1.53741330702552
2570.525;1.10194007876078;0.163388092784564;7.19342582967986;-1.88727077581249;4.63808175681937;1.74626912964399
4510.135;1.00430160919687;0.147270323748863;7.38602651220878;-1.71399903561581;4.93127791364835;1.17246789564709
2100;0.924258901523332;0.212921569478437;7.22333068989037;-1.74084341731809;4.11710461052538;1.31578686101906
1971.208;1.44456326924387;0.052746625338935;7.49484725820158;-1.68452216019722;4.24272852751095;1.02681728057515
2800;1.42069578783722;0.124423202491769;7.42248068868842;-0.323684593733238;3.72558686838111;0.567307275320662
1180.345;2.42214432805168;0.0559779507164291;7.4611615419459;3.32723278169409;1.82691537011176;0.662923512343994
4.196;2.97603964020825;0;7.35564110297425;6.90675477864855;-1.35130242354061;0
314.941;2.97603964020825;0.00367409479559733;7.26700191328869;6.90675477864855;1.00899811107242;0.331703024845931
1400;0.231111720963387;0.0122634612205039;7.7109413644507;2.49385865333545;3.15462936295236;0.27004851103044
2800;0.231111720963387;0.154031103643442;7.95992459666639;-0.188612061468656;4.27932081008767;1.38894110540002
1868.677;1.15688119679209;0.123735059387498;7.88637797433511;0.371307056488535;3.82271427882788;0.646689020154836
6500;1.02245092770255;0.13145390374806;7.92551355873862;0.0270017975465836;3.94553593522048;0.863658436161159
1901.481;1.01160091167848;0.112008922818131;8.15536212032814;0.289588178951663;2.97318362139213;0.610459352638309
3700;0.924258901523332;0.148807009724626;8.19038906761061;0.61125062204979;3.37143586866437;0.878553142349097
5169.59;0.751416088683921;0.140075352890875;7.95643650290119;0.584996367578447;3.6254158424402;0.281084103648531
1700;0.732367893713227;0.079651362690347;7.96450336355155;0.0324099594614041;3.50241436909243;0.735901546846698
1600;0.215111379616945;0.19620194521645;8.09231587978661;0.84480326349813;2.56815666315278;0.548140483472268
1395.173;1.20896034583698;0.0591657868371399;8.16708833141662;2.1383135669368;2.73586722343322;0.645237628537795
1500;0.662687973075237;0.176313242916005;8.23215641707624;0.131049363676537;2.96996042239577;0.724120031107467
1289.991;1.00795792039998;0.104373829469523;8.33556051728812;0.967472105541351;2.36134355552687;0.318126404825856
2662.333;0.678033542749897;0.0819391463063841;7.19882062171511;2.11543064444888;2.81205192097298;0.473861179323033
1992.678;0.73716406597672;0.124681695866106;7.044512712337;2.94746048723366;2.36321697610931;0.333820867704144
3000;0.765467842139571;0.10645185168916;8.44686364125798;4.03978894340575;2.96531726550086;0.314729714659772
1686.138;1.31372366828506;0.104593244072851;8.37099702373749;6.90675477864855;2.34985638985977;0.388379985050351
1332.674;1.2947271675944;0.104214438928233;7.94342776787637;-0.716236315637792;2.91632825076672;1.0348283272232
3129.414;0.936093359170335;0.0330904034924521;6.03346025256;0.0570707664624391;3.29081602638277;0.464670684339811
2697.525;1.20297230399235;0.103707896696128;8.0154250908283;-0.141892589275977;3.69354820635037;0.71430868808161
2400;1.04731899428056;0.0844138444093726;8.18639482789083;2.66375979365868;3.05656029216849;0.656081144422016
1871.522;1.30291275218084;0.0490583241399499;8.34369158426101;6.90675477864855;2.92014768893224;0.471991028059773
551.35;1.38379123090177;0.0115216381662258;7.95155933115525;0.699313759178986;1.606836566256;0.210538844720683
2454.763;1.23547147138531;0.0322650761827019;8.28220982529782;0.314512728690674;3.18011780696308;0.541742726400712
990.073;1.38379123090177;0.0273452758858685;7.98833936513086;1.02588575975527;2.40593569475333;0.490546791102031
723.787;1.10856261952128;0.0503958610903153;6.73874473624786;-0.53628047820952;2.17190738229402;0.79680740153568
2185.484;2.13653050866396;0.084312728588354;6.00903674767428;6.90675477864855;4.2847417074696;0.262577318692905
517.887;1.46787434811231;0.185276755862054;5.99893656194668;1.93642664383836;3.39399984117653;0.647439311235416
177.398;2.16102152867226;0.0369252404317593;5.92291800457287;0.447954516732023;3.05590445695783;0.391940055543886
908.406;2.16102152867226;0.0496534768557139;6.0083216641744;2.90127616697571;3.58519170012384;0.371558728834623
756.199;2.16102152867226;0.0591682292115013;5.97094291138719;6.90675477864855;3.47087969127987;0.293530437377858
273.075;2.16102152867226;0.013430443327839;6.24610676548156;6.90675477864855;2.54777324283511;0.255804333553758
1019.132;2.68648602318637;0.0262347447309202;6.05763610910819;6.90675477864855;3.62754257779703;0.191126842894581
778.746;0.89199803930511;0.0109126734963394;6.60597428215085;6.90675477864855;3.56407666776935;0.173653262114436
3659.494;3.48093234968101;0.0590245712214671;5.26506560371385;6.90675477864855;5.26063121219899;0.266406085293823
1195.911;3.48093234968101;0.144835367710673;5.21764946348058;6.90675477864855;4.10143413776838;0.350117289445173
679.063;0.678033542749897;0.151976271590934;5.72591571729066;6.90675477864855;3.6245924736644;0.252096344726772
380.859;0.678033542749897;0.010207913406498;5.55295958492162;6.90675477864855;3.25159686869785;0.443998405558221
1314.523;0.932164081030445;0.0242252328618139;6.24818019583378;1.71746603195096;3.67477312493242;0.381495450789309
2873.744;2.04381436403668;0.0506421646589005;6.18798071536995;6.90675477864855;4.39265083759647;0.29340143566822
1576.718;2.2082744135228;0.0372932478316262;6.0880534544462;6.90675477864855;3.89535132280883;0.30804630672312
565.214;3.51333488159901;0.161954804717394;4.60683879308864;6.90675477864855;2.74579681279415;0.0625211751628174
398.227;-1.10866262452161;0.000768701334595974;6.91671502035361;6.90675477864855;4.34178852679552;0.920788203071596
1802.528;-1.77195684193188;0.00853997470409934;7.06740935871383;8.24742418669803;5.96751101008897;2.21041519733216
105.304;1.51951320490611;0;7.27378631784489;-6.90675477864855;1.26239906762129;0.0371772806125331
1014.522;1.51951320490611;0.00297527896763483;7.28238653898983;6.90675477864855;5.0871633221556;1.47282428889811
1853.479;3.10189246938238;0.0340150632130716;7.44547888659667;6.90675477864855;5.37023981899117;1.74704379304721
1594.64;0.810930216216329;0.0131739906378972;6.59910558088705;6.90675477864855;3.40344368525234;0.318758411971337
317.151;3.10234200861225;0.0434660535516337;5.26269018890489;6.90675477864855;1.8359059179294;0.217590561967671
3014.256;1.79674701073909;0.201722032373248;5.6749851157764;1.85462874297653;4.16818602697388;0.387702279008398
2706.07;1.75267208052001;0.104955336003139;5.57716427361844;0.855492613675777;4.33457254299319;0.625431885481742
2565.824;2.25444471766611;0.0642130646383188;5.47469210937622;1.81685252054599;4.05848017688098;0.437456547792008
440.901;2.07944154167984;0.14680869706087;5.13814861439522;1.20040260349484;2.23202658797788;0.389162269401106
497.766;2.07944154167984;0.011946129470585;5.04985600724954;6.90675477864855;2.1787864568425;0.16722991535789
1378.051;2.07944154167984;0.151595140912045;5.60685298447623;2.40010583586593;3.34182307329159;0.439293101522948
157.787;2.00012773496011;0.00689372821362676;6.41345895716736;2.34151725601578;1.40639581393603;0.0741673275350134
2792.288;1.5953389880546;0.0920342638774525;6.56400643192954;4.89490119421906;4.21509952671318;0.414634936428658
370.625;2.00012773496011;0.0823498076802868;6.49602055786038;1.29081679527019;2.5069319995975;0.654407391744014
2709.949;0.904218150639886;0.141823236977177;6.58306338089646;0.0497133518222785;5.24576597412755;1.42095010332239
2514.797;2.12823170584927;0.0571967523670186;6.95217686718469;1.60410451904924;4.89259337206386;0.774408222685645
156.828;2.07944154167984;0.00796388470924109;6.27852142416584;0.631749169312841;2.5683748372575;0.450193701922911
1318.772;2.07944154167984;0.209176940589607;6.90904045279238;-0.831327024701648;5.01078088124758;1.72251317277457
1078.846;2.02287119019144;0.0432514945149809;6.65227576017036;0.709518055600907;3.78771706093199;0.594016662547703
634.603;1.7404661748405;0.0753581109664583;6.72554851559917;-0.144587912498609;3.61664990310223;1.24970056984993
1400;1.15373158788919;0.114460525596632;6.66039203448354;-0.158996841169344;4.76400857182603;1.61177956861599
1439.094;1.15373158788919;0.0868404507147186;6.33765193841576;1.01099076917808;4.52864860225871;1.36155587247723
40.202;4.16991574906917;0.00179256135237882;6.21460809842219;6.90675477864855;-0.257229519772341;0
1864.514;2.12226153886276;0.104726413827137;6.39824379136088;0.879039754522497;4.33319631129926;0.735638021780586
933.435;3.16082289341958;0.0879195800072088;4.40671924726425;6.90675477864855;3.11540308852279;0.109965894601814
1439.702;3.16082289341958;0.146461934448325;4.28588736126642;6.90675477864855;3.28871504517164;0.126849367536732
386.415;3.16082289341958;0.224862741096157;4.13516655674236;6.90675477864855;1.92055460032111;0.24927590746405
774.457;3.16082289341958;0.242312967592143;4.23229326747308;6.90675477864855;2.79217872295154;0.116077582197019
144.115;3.16082289341958;0.00288379888195684;3.8607297110406;6.90675477864855;1.20084519116622;0.177500788875427
403.074;3.16082289341958;0.103206079479856;3.958906591327;6.90675477864855;2.12981054540598;0.0540846948018233
1195.225;2.91993056013771;0.0401703073418751;5.16192474164248;6.90675477864855;3.35400925145201;0.145647198924575
994.555;2.87299950817169;0.146804748167372;5.47897086624129;6.90675477864855;3.29898239117037;0.285939555149943
98.202;2.87299950817169;0.00609786013674467;5.41610040220442;6.90675477864855;0.502831491515637;0
